year,1501001002,1501001003,1501001006,1502000101,1502000102,1502000201,1502000501,1502000806,1502001501,1503010103,1503010104,1503010107,1503010302,1503010503,1503010504,1503010505,1503010601,1503010602,1503010701,1503010702,1503010803,1503020106,1503020301,1503020305,1503020404,1504000207,1504000208,1504000403,1504000506,1504000507,1504000508,1504000509,1504000603,1504000604,1504000606,1505010001,1505010002,1505010004,1505010007,1505020106,1505020107,1505020205,1505020206,1505020207,1505020208,1505020209,1505020211,1505020302,1505020303,1505020305,1505020307,1505020308,1505020309,1505030101,1505030102,1505030103,1505030104,1505030105,1505030106,1505030107,1505030108,1505030109,1505030201,1505030202,1505030203,1505030302,1505030401,1506010304,1506010306,1506010502,1506010503,1506010504,1506010603,1506020107,1506020108,1506020201,1506020203,1506020205,1506020206,1506020207,1506020301,1506020302,1506020303,1507010101,1507010102,1507010202,1507010204,1507010205,1507010206,1507010208,1507010209,1507010301,1507010303,1507010305,1507010405,1507010406,1507010407,1507020111,1507020113,1507020115,1508010203,1508030103,1508030104,1508030201
2014,38.0,38.0,,,56.0,,30.39,,97.7,140.0,19.0,,,,,63.0,119.0,,,26.695,7.0,,,,,,73.0,,,45.0,,,112.04,,112.04,59.5,27.1,16.0,,59.45,121.3,,121.9,121.9,,59.449999999999996,60.449999999999996,45.0,64.75,26.3,,32.35,27.1,72.785,34.415,24.8,44.15,15.350000000000001,108.02,,126.97,105.13,98.2,58.155,59.525,57.4,100.4,,,,36.49,19.0,86.65,61.3,84.75,68.31,55.9,73.3,54.7,51.1,,46.980000000000004,54.6,16.4,21.74,63.0,52.855000000000004,,150.0,150.0,,,,,,,,,,,121.88,5.04,,
2015,,,,,,22.5,,,,122.5,,,,89.5,104.05,86.15,,,79.0,27.87,10.0,,50.5,91.8,,,38.75,,,35.5,31.9,52.620000000000005,112.58,83.0,112.58,59.95,27.9,20.8,,61.0,,,122.3,122.3,,58.7,60.550000000000004,65.0,79.25,27.384999999999998,74.6,30.0,27.9,71.8,18.2,27.725,21.7,17.55,100.44,,126.33,98.0,96.1,90.3,155.46,54.9,96.5,,,,18.58,,80.0,80.685,85.83500000000001,72.0,55.75,65.0,44.3,51.800000000000004,,32.565,54.85,39.150000000000006,30.6,62.95,53.6,,,,,,,27.8,24.6,,,23.0,18.2,11.2,122.68,20.1,59.5,30.5
2016,,,,,10.0,,,,,,,,,85.7,105.0,75.725,143.0,,,29.31,11.0,,63.4,96.7,,,36.15,,,45.15,32.0,54.05,,84.0,,61.425,30.1,19.6,,,,,122.6,122.6,,67.8,55.1,,78.25,29.2,68.2,34.599999999999994,30.1,15.8,60.2075,29.8,45.05,23.057499999999997,55.5,,120.295,110.995,121.025,37.0225,79.44,52.6,20.2,,,,63.1,53.5,,63.75,87.06,72.15,,13.7,66.3,33.15,,48.35,40.65,20.0,23.0,41.1,,,,,,,,,26.0,,,,16.3,18.9,123.73,,59.8,30.8
2017,,,,,,,26.8,,99.5,37.5,,,,97.8,,,143.5,,,32.62,,,,,,,37.55,,,40.35,32.4,44.25,113.07,83.6,113.07,61.05,21.65,32.2,,,,,74.0,,,69.65,54.4,,72.9,27.9,60.7,36.05,30.3,68.60499999999999,20.885,26.7,41.5,14.5,94.95,,,85.84,103.09,42.915,35.61,53.2,97.2,50.0,28.5,,26.814999999999998,,71.35,108.87,108.87,74.7,72.44999999999999,13.7,34.5,29.775,31.55,21.85,32.85,26.8,49.75,37.6,12.415,,79.7,,,,48.3,40.3,27.08,152.6,,,14.1,14.1,125.2,13.06,59.8,31.3
2018,,,,,,,,,,98.0,4.8,30.9,61.3,86.5,86.5,86.5,145.0,,16.0,35.17,5.0,,81.9,,81.7,,58.675,,,44.0,28.0,32.8,113.5,86.6,113.5,63.95,36.4,13.5,170.7,62.5,,,139.55,123.1,,62.05,43.95,,75.2,28.0,67.3,35.15,25.2,68.535,20.74,23.75,35.150000000000006,16.7,92.21,,118.14,90.0975,101.8,66.43,66.95,56.400000000000006,,11.0,27.0,,33.6,24.0,37.0,88.055,85.705,72.6,,,,34.0,,48.3,,28.424999999999997,54.38,30.0,15.14,,,158.9,44.15,,,71.0,,,86.4575,22.8,22.8,10.0,,5.28,60.5,30.1
2019,,,,,,,14.0,,76.4,100.5,13.75,10.5,,,,55.0,,,,36.12,12.0,,,,15.5,,42.7,,96.0,36.0,35.4,54.1,113.95,92.4,113.95,62.25,32.5,15.5,,82.0,,,36.25,68.2,89.7625,56.6,54.95,,79.1,25.3,60.3,20.1,32.5,68.475,25.395,35.5,16.5,17.15,93.58,199.0,114.795,97.68,102.8,52.6,51.849999999999994,56.400000000000006,97.5,40.0,85.5,,46.575,,37.3,65.1,85.53,48.025,,53.5,52.7,37.7,,51.1,72.3,50.0,46.0875,74.6,12.54,,,90.6,90.6,,,60.0,,,,,15.8,18.5,,9.08,60.8,29.7
2020,,,,,,,28.75,58.0,77.7,49.0,,,,90.9,,54.0,,,,27.465,,,50.0,,,58.75,61.5,,62.0,40.849999999999994,34.2,52.55,114.52,93.6,114.52,60.1,28.3,,,70.0,,,,,,68.4,65.4,,80.85,25.6,65.9,38.1,27.15,45.685,49.0,23.4,34.099999999999994,15.475,92.83,71.625,,85.2925,105.675,50.540000000000006,52.6625,51.7,23.4,60.0,,,46.8,,69.0,58.29,109.48,109.48,10.0,,,54.75,,38.9,,35.5,53.9,83.0,39.3,,,126.9,126.9,,,,,,,33.25,100.525,35.4,126.2,9.25,68.7,31.5
2021,,,,17.0,,25.0,,,76.6,,,,143.8,,,103.5,,,,,,,53.0,92.4,,63.5,56.25,,62.0,52.0,62.0,62.0,114.23,92.8,98.73,36.525,21.775,10.7,,134.0,79.5,,,68.4,,79.6,79.7,95.8,81.75,31.0,44.375,44.55,30.15,86.4,40.239999999999995,15.700000000000001,42.8,18.2,96.88499999999999,,,,97.7,65.8,67.6,55.8,98.3,65.0,81.0,92.5,42.5,20.0,95.6,89.84,64.315,25.9,,,,50.0,,36.8,30.0,46.0,42.705,91.5,15.32,,,125.6,125.6,,61.0,26.3,,62.0,,,,,,17.845,70.1,29.9
2022,,,,30.0,13.0,,33.6,,77.5,,17.0,,,96.1,,77.85,,,,,,,,,,,49.0,,48.75,23.0,21.0,21.0,116.03,89.8,116.03,59.3,25.5,33.7,,72.0,,,,,,76.6,78.1,,76.80000000000001,23.1,,35.1,25.5,69.0,22.37,17.7,25.0,15.649999999999999,89.42,,,,94.8,35.7625,36.3375,56.05,99.0,,123.5,,36.0,,83.5,61.215,70.84,70.0,9.075,43.15,64.0,44.5,34.75,31.849999999999998,30.05,40.05,39.4925,52.2,14.47,,,130.1,130.1,55.0,,27.4,30.8,,,23.3,17.0,14.2,,3.61,60.9,29.0
2023,,,,,,,,,71.0,,5.3,24.65,55.099999999999994,,,,,,13.0,,,,41.900000000000006,96.5,8.5,20.0,38.75,,40.0,34.9,36.7,52.55,116.35,,116.35,58.55,24.6,11.2,,81.0,,,124.8,124.8,38.0,81.5,79.4,,85.75,24.0,57.8,36.85,24.6,68.14999999999999,16.83,15.2,41.2,18.5,95.39,,,103.0,100.2,28.677500000000002,28.975,55.7,98.9,17.0,82.5,,32.15,,30.4,72.45,108.86,9.0,,,,45.0,,31.4,,27.787499999999998,25.8175,15.0,9.97,,29.35,140.39999999999998,128.1,80.0,57.4,42.8,33.6,,,17.0,17.0,,,30.585,59.8,31.7
2024,,,,,11.0,,,,,75.0,16.0,,,,,106.0,,,,,,,60.0,,,,119.0,,,,,,117.15,57.0,117.15,,,,88.4,,,,,,94.0,,,,,,,,,70.05,27.495,20.0,67.7,16.875,94.43,,,104.5,99.1,40.95,40.95,,69.65,,,,25.22,,,108.71,108.71,108.71,,,,,,24.345,,,19.33,19.0,15.96,,,,,,,123.0,,,,,,,,10.13,,
