,Decade,huc8,DTW_Category,Well Count
0,1980,15010003,Near Surface (<2m),1
1,1980,15010005,Deep (10-61m),1
2,1980,15010005,Very Shallow (2-5m),1
3,1980,15010006,Near Surface (<2m),1
4,1980,15010006,Very Shallow (2-5m),1
5,1980,15010007,Deep (10-61m),3
6,1980,15010007,Shallow (5-10m),1
7,1980,15010009,Near Surface (<2m),1
8,1980,15010010,Near Surface (<2m),1
9,1980,15010010,Shallow (5-10m),1
10,1980,15010010,Very Shallow (2-5m),3
11,1980,15010014,Deep (10-61m),1
12,1980,15010014,Shallow (5-10m),1
13,1980,15010014,Very Shallow (2-5m),1
14,1980,15020001,Deep (10-61m),8
15,1980,15020001,Near Surface (<2m),9
16,1980,15020001,Shallow (5-10m),16
17,1980,15020001,Very Shallow (2-5m),19
18,1980,15020002,Deep (10-61m),3
19,1980,15020003,Near Surface (<2m),2
20,1980,15020004,Deep (10-61m),1
21,1980,15020005,Deep (10-61m),7
22,1980,15020006,Shallow (5-10m),1
23,1980,15020006,Very Shallow (2-5m),1
24,1980,15020008,Deep (10-61m),1
25,1980,15020008,Near Surface (<2m),5
26,1980,15020008,Shallow (5-10m),3
27,1980,15020015,Deep (10-61m),14
28,1980,15020015,Near Surface (<2m),5
29,1980,15020015,Shallow (5-10m),3
30,1980,15020015,Very Shallow (2-5m),1
31,1980,15020016,Near Surface (<2m),2
32,1980,15020017,Near Surface (<2m),1
33,1980,15020018,Deep (10-61m),1
34,1980,15020018,Near Surface (<2m),6
35,1980,15020018,Shallow (5-10m),8
36,1980,15020018,Very Shallow (2-5m),9
37,1980,15030101,Deep (10-61m),8
38,1980,15030101,Near Surface (<2m),3
39,1980,15030101,Shallow (5-10m),2
40,1980,15030101,Very Shallow (2-5m),6
41,1980,15030103,Deep (10-61m),1
42,1980,15030103,Near Surface (<2m),2
43,1980,15030104,Deep (10-61m),3
44,1980,15030104,Near Surface (<2m),1
45,1980,15030104,Shallow (5-10m),8
46,1980,15030104,Very Shallow (2-5m),2
47,1980,15030105,Deep (10-61m),8
48,1980,15030106,Deep (10-61m),4
49,1980,15030106,Near Surface (<2m),4
50,1980,15030106,Shallow (5-10m),12
51,1980,15030106,Very Shallow (2-5m),1
52,1980,15030107,Shallow (5-10m),1
53,1980,15030107,Very Shallow (2-5m),1
54,1980,15030201,Deep (10-61m),5
