Decade,Combo_ID,1980,1990,2000,2010,2020
2479,211895,,,3.3528,,
2480,211896,,,3.3528,,
2481,211897,,,3.3528,,
2482,211898,,,3.3528,,
2483,211899,,,3.3528,,
2484,211900,,,3.3528,,
2485,211904,,,21.336,,
2486,211919,,,18.288,,
2487,211920,,,4.2672,,
2488,211921,,,4.2672,,
2489,211922,,,1.8288,,
2490,211923,,,2.4384,,
2491,211924,,,3.3528,,
2492,211925,,,6.4008,,
2493,211926,,,3.048,,
2494,211927,,,4.572,,
2495,211928,,,2.1336,,
2496,211931,,,3.9624,,
2497,211932,,,11.8872,,
2498,211933,,,2.4384,,
2499,211934,,,1.2192,,
2500,211935,,,3.6576,,
2501,211936,,,6.4008,,
2502,211937,,,1.2192,,
2503,211938,,,2.4384,,
2504,211943,,,28.6512,,
2505,211964,,,4.8768,,
2506,211965,,,4.8768,,
2507,211966,,,4.8768,,
2508,211967,,,4.8768,,
2509,211968,,,4.8768,,
2510,211969,,,4.572,,
2511,211970,,,4.2672,,
2512,211971,,,3.048,,
2513,211972,,,3.048,,
2514,211973,,,3.048,,
2515,211974,,,3.048,,
2516,211975,,,3.048,,
2517,211976,,,3.3528,,
2518,211977,,,3.9624,,
2519,211978,,,3.3528,,
2520,211979,,,3.6576,,
2521,211980,,,3.6576,,
2522,211981,,,3.6576,,
2523,211982,,,3.6576,,
2524,211983,,,3.6576,,
2525,211984,,,3.9624,,
2526,211986,,,3.3528,,
2527,211987,,,3.3528,,
2528,211988,,,3.3528,,
2529,212009,,,6.096,,
2530,212017,,,7.0104,,
2531,212050,,,21.9456,,
2532,212079,,,1.524,,
2533,212080,,,23.7744,,
2534,212094,,,3.3528,,
2535,212095,,,3.048,,
2536,212096,,,3.048,,
2537,212107,,,6.096,,
2538,212109,,,10.668,,
2539,212139,,,15.5448,,
2540,212161,,,22.2504,,
2541,212164,,,9.144,,
2542,212166,,,14.3256,,
2543,212192,,,24.0792,,
2544,212201,,,25.6032,,
2545,212202,,,24.0792,,
2546,212213,,,22.86,,
2547,212214,,,39.624,,
2548,212215,,,35.052,,
2549,212239,,,8.5344,,
2550,212264,,,30.7848,,
2551,212265,,,30.7848,,
2552,212272,,,2.1336,,
2553,212275,,,2.7432,,
2554,212281,,,31.0896,,
2555,212283,,,14.3256,,
2556,212294,,,12.192,,
2557,212296,,,9.144,,
2558,212321,,,,5.4864,5.30352
2559,212324,,,5.7912,,
2560,212325,,,5.7912,,
2561,212326,,,,2.62128,2.4384
2562,212327,,,,6.30936,6.096
2563,212333,,,22.2504,,
2564,212336,,,2.4384,,
2565,212337,,,2.4384,,
2566,212338,,,2.4384,,
2567,212339,,,2.4384,,
2568,212342,,,16.1544,,
2569,212346,,,24.6888,,
2570,212347,,,24.9936,,
2571,212348,,,25.2984,,
2572,212349,,,25.2984,,
2573,212360,,,18.288,,
2574,212363,,,18.288,,
2575,212364,,,6.096,,
2576,212365,,,7.62,,
2577,212387,,,18.045684,,6.73608
2578,212388,,,18.288,,
2579,212389,,,20.4216,,
2580,212390,,,20.4216,,
2581,212391,,,20.4216,,
2582,212394,,,3.6576,,
2583,212406,,,9.144,,
2584,212417,,,29.8704,,
2585,212436,,,3.71856,3.16992,
2586,212446,,,24.384,,
2587,212452,43.57116,45.47616,47.051976,52.48656,55.10784
2588,212463,,,4.572,,
2589,212466,,,8.5344,,
2590,212477,,,7.3152,,
2591,212480,,,8.2296,,
2592,212485,,,16.1544,,
2593,212496,,,4.572,,
2594,212497,,,4.572,,
2595,212498,,,4.572,,
2596,212528,,,15.24,,
2597,212530,,,2.7432,,
2598,212536,,,3.6576,,
2599,212538,,,3.6576,,
2600,212541,,,5.7912,,
2601,212542,,,5.7912,,
2602,212546,,,3.6576,,
2603,212556,,,9.144,,
2604,212561,,,16.4592,,
2605,212563,,,39.3192,,
2606,212564,,,39.0144,,
2607,212575,,,28.3464,,
2608,212576,,,25.2984,,
2609,212577,,,28.3464,,
2610,212586,,,3.048,,
2611,212587,,,4.572,,
2612,212613,,,8.5344,,
2613,212617,,,5.4864,,
2614,212626,,,22.2504,,
2615,212634,,,28.3464,,
2616,212635,,,28.3464,,
2617,212636,,,28.3464,,
2618,212637,,,27.7368,,
2619,212638,,,28.3464,,
2620,212639,,,27.7368,,
2621,212640,,,28.3464,,
2622,212641,,,4.572,,
2623,212643,,,35.6616,,
2624,212646,,,25.2984,,
2625,212648,,,15.5448,,
2626,212650,,,14.6304,,
2627,212651,,,6.096,,
2628,212652,,,39.0144,,
2629,212699,,,17.38884,,
2630,212701,,,3.6576,,
2631,212709,,,15.518892,,
2632,212710,,,7.19328,,9.78408
2633,212730,,,12.192,,
2634,212731,,,15.24,,
2635,212750,,,14.3256,,
2636,212774,,,21.336,,
2637,212775,,,19.5072,,
2638,212776,,,29.5656,,
2639,212777,,,28.3464,,
2640,212778,,,28.3464,,
2641,212779,,,28.3464,,
2642,212786,,,22.2504,,
2643,212789,,,29.2608,,
2644,212796,,,13.1064,,
2645,212801,,,4.2672,,
2646,212802,,,4.2672,,
2647,212803,,,4.2672,,
2648,212804,,,3.9624,,
2649,212805,,,3.9624,,
2650,212819,,,25.908,,
2651,212842,,,21.336,,
2652,212843,,,6.096,,
2653,212864,,,11.8872,,
2654,212876,,,6.7056,,
2655,212886,,,3.6576,,
2656,212901,,,33.528,,
2657,212903,,,10.668,,
2658,212917,,,29.5656,,
2659,212918,,,31.3944,,
2660,212919,,,32.004,,
2661,212931,,,22.86,,
2662,212934,,,25.908,,
2663,212944,,,24.384,,
2664,212945,,,28.956,,
2665,212949,,,22.86,,
2666,212953,,,20.7264,,
2667,212958,,,16.4592,,
2668,212959,,,13.1064,,
2669,212971,,,5.4864,,
2670,212975,,,4.572,,
2671,212979,,,21.336,,
2672,212991,,,4.572,,
2673,213008,,,9.144,,
2674,213017,,,9.7536,,
2675,213083,,,0.3048,,
2676,213086,,,22.2504,,
2677,213087,,,22.2504,,
2678,213099,,,17.6784,,
2679,213117,,,27.432,,
2680,213118,,,32.6136,,
2681,213172,,,3.6576,,
2682,213179,,,12.192,,
2683,213181,,,10.0584,,
2684,213224,,,15.24,,
2685,213231,,,6.4008,,
2686,213232,,,8.5344,,
2687,213233,,,4.8768,,
2688,213237,,,17.6784,,
2689,213269,,,13.1064,,
2690,213270,,,13.1064,,
2691,213271,,,13.1064,,
2692,213272,,,13.1064,,
2693,213286,,,12.8016,,
2694,213290,,,21.0312,,
2695,213297,,,20.4216,,
2696,213298,,,17.3736,,
2697,213299,,,17.3736,,
2698,213300,,,18.288,,
2699,213301,,,18.288,,
2700,213304,,,2.4384,,
2701,213310,,,11.5824,,
2702,213311,,,11.5824,,
2703,213338,,,41.7576,,
2704,213356,,,8.2296,,
2705,213358,,,4.572,,
2706,213360,,,41.4528,,
2707,213363,,,24.384,,
2708,213370,,,21.336,,
2709,213371,,,24.384,,
2710,213382,,,14.3256,,
2711,213385,,,18.5928,,
2712,213386,,,18.288,,
2713,213464,,,36.576,,
2714,213558,,,29.5656,,
2715,213559,,,18.288,,
2716,213577,,,20.7264,,
2717,213583,,,26.2128,,
2718,213591,,,23.7744,,
2719,213596,,,7.9248,,
2720,213600,,,28.956,,
2721,213630,,,14.6304,,
2722,213631,,,14.6304,,
2723,213632,,,14.6304,,
2724,213633,,,14.6304,,
2725,213634,,,14.6304,,
2726,213635,,,14.6304,,
2727,213667,,,10.668,,
2728,213680,,,60.6552,,
2729,213686,,,23.7744,,
2730,213699,,,3.048,,
2731,213700,,,1.2192,,
2732,213729,,,21.336,,
2733,213772,,,9.144,,
2734,213775,,,32.004,,
2735,213790,,,3.048,,
2736,213805,,,17.0688,,
2737,213806,,,16.764,,
2738,213819,,,37.7952,,
2739,213820,,,8.8392,,
2740,213880,,,24.384,,
2741,213883,,,3.048,,
2742,213907,,,24.384,,
2743,213908,,,24.384,,
2744,213912,,,16.1544,,
2745,213914,,,17.0688,,
2746,213915,,,17.0688,,
2747,213917,,,18.288,,
2748,213924,,,17.9832,,
2749,213928,,,1.8288,,
2750,213929,,,2.4384,,
2751,213940,,,10.668,,
2752,213941,,,10.668,,
2753,213949,,,8.5344,,
2754,213950,,,19.812,,
2755,213954,,,7.62,,
2756,213957,,,4.2672,,
2757,213961,,,21.336,,
2758,213970,,,16.4592,,
2759,213976,,,3.048,,
2760,213977,,,3.048,,
2761,213978,,,3.048,,
2762,213979,,,3.048,,
2763,213989,,,8.5344,,
2764,213998,,,6.4008,,
2765,214001,,,18.8976,,
2766,214056,,,25.908,,
2767,214061,,,13.1064,,
2768,214071,,,17.9832,,
2769,214097,,,9.144,,
2770,214098,,,9.144,,
2771,214099,,,9.144,,
2772,214100,,,9.144,,
2773,214111,,,22.86,,
2774,214112,,,23.1648,,
2775,214114,,,33.528,,
2776,214122,,,10.668,,
2777,214129,,,8.8392,,
2778,214131,,,17.6784,,
2779,214132,,,8.8392,,
2780,214136,,,28.956,,
2781,214142,,,28.956,,
2782,214171,,,17.0688,,
2783,214190,,,21.9456,,
2784,214191,,,21.9456,,
2785,214196,,,18.288,,
2786,214201,,,18.288,,
2787,214210,,,3.3528,,
2788,214215,,,10.668,,
2789,214216,,,10.668,,
2790,214217,,,10.668,,
2791,214218,,,3.048,,
2792,214219,,,3.6576,,
2793,214228,,,53.9496,,
2794,214232,,,24.9936,,
2795,214233,,,33.2232,,
2796,214236,,,33.2232,,
2797,214237,,,9.4488,,
2798,214246,,,25.908,,
2799,214247,,,26.8224,,
2800,214282,,,13.1064,,
2801,214287,,,21.336,,
2802,214296,,,0,,
2803,214312,,,22.2504,,
2804,214313,,,19.5072,,
2805,214322,,,23.7744,,
2806,214335,,,12.192,,
2807,214342,,,6.7056,,
2808,214351,,,21.336,,
2809,214356,,,3.048,,
2810,214362,,,10.9728,,
2811,214363,,,24.9936,,
2812,214364,,,24.9936,,
2813,214365,,,21.336,,
2814,214367,,,14.3256,,
2815,214368,,,17.9832,,
2816,214385,,,3.3528,,
2817,214404,,,28.956,,
2818,214414,,,3.048,,
2819,214415,,,3.048,,
2820,214416,,,3.048,,
2821,214425,,,14.0208,,
2822,214426,,,14.3256,,
2823,214429,,,4.572,,
2824,214441,,,20.7264,,
2825,214442,,,19.2024,,
2826,214443,,,7.3152,,
2827,214445,,,24.9936,,
2828,214446,,,24.9936,,
2829,214447,,,24.384,,
2830,214448,,,24.9936,,
2831,214453,,,23.4696,,
2832,214454,,,24.384,,
2833,214455,,,23.4696,,
2834,214461,,,2.4384,,
2835,214462,,,2.4384,,
2836,214465,,,5.7912,,
2837,214466,,,3.048,,
2838,214467,,,20.7264,,
2839,214470,,,14.0208,,
2840,214486,,,19.2024,,
2841,214487,,,17.6784,,
2842,214488,,,26.8224,,
2843,214495,,,3.6576,,
2844,214496,,,14.3256,,
2845,214497,,,2.1336,,
2846,214502,,,24.384,,
2847,214503,,,24.384,,
2848,214526,,,9.144,,
2849,214527,,,9.144,,
2850,214528,,,9.144,,
2851,214529,,,9.144,,
2852,214530,,,9.144,,
2853,214531,,,9.144,,
2854,214532,,,9.144,,
2855,214534,,,9.144,,
2856,214535,,,9.144,,
2857,214536,,,9.144,,
2858,214537,,,9.144,,
2859,214555,,,24.384,,
2860,214556,,,24.384,,
2861,214557,,,24.384,,
2862,214558,,,24.384,,
2863,214559,,,12.192,,
2864,214560,,,12.192,,
2865,214580,,,17.9832,,
2866,214587,,,21.336,,
2867,214588,,,22.86,,
2868,214606,,,24.9936,,
2869,214622,,,22.86,,
2870,214625,,,22.86,,
2871,214640,,,32.004,,
2872,214690,,,17.6784,,
2873,214692,,,28.0416,,
2874,214700,,,32.004,,
2875,214703,,,24.384,,
2876,214709,,,24.384,,
2877,214725,,,27.1272,,
2878,214726,,,27.1272,,
2879,214727,,,27.1272,,
2880,214728,,,26.5176,,
2881,214737,,,10.0584,,
2882,214738,,,14.6304,,
2883,214749,,,10.668,,
2884,214763,,,16.764,,
2885,214765,,,30.48,,
2886,214770,,,14.3256,,
2887,214774,,,0,,
2888,214775,,,22.86,,
2889,214780,,,22.86,,
2890,214794,,,10.0584,,
2891,214795,,,18.288,,
2892,214797,,,11.5824,,
2893,214803,,,26.2128,,
2894,214810,,,27.432,,
2895,214812,,,3.048,,
2896,214814,,,7.3152,,
2897,214816,,,31.0896,,
2898,214820,,,32.004,,
2899,214821,,,3.6576,,
2900,214824,,,14.0208,,
2901,214826,,,14.0208,,
2902,214828,,,21.336,,
2903,214836,,,2.4384,,
2904,214842,,,23.4696,,
2905,214844,,,3.3528,,
2906,214849,,,27.432,,
2907,214851,,,23.7744,,
2908,214852,,,0,,
2909,214878,,,4.8768,,
2910,214879,,,28.956,,
2911,214886,,,0,,
2912,214895,,,3.6576,,
2913,214900,,,28.0416,,
2914,214912,,,11.5824,,
2915,214917,,,30.48,,
2916,214921,,,18.288,,
2917,214924,,,15.24,,
2918,214935,,,5.7912,,
2919,214955,,,9.7536,,
2920,214958,,,4.8768,,
2921,214959,,,7.9248,,
2922,214961,,,21.336,,
2923,214974,,,1.8288,,
2924,214977,,,18.288,,
2925,214985,,,21.336,,
2926,214988,,,6.096,,
2927,214991,,,16.764,,
2928,214995,,,33.8328,,
2929,214997,,,9.144,,
2930,214998,,,19.812,,
2931,215003,,,4.572,,
2932,215004,,,4.572,,
2933,215005,,,4.2672,,
2934,215006,,,4.572,,
2935,215007,,,4.2672,,
2936,215008,,,4.2672,,
2937,215009,,,5.4864,,
2938,215010,,,5.4864,,
2939,215011,,,3.048,,
2940,215012,,,3.048,,
2941,215013,,,5.4864,,
2942,215014,,,4.8768,,
2943,215015,,,3.048,,
2944,215016,,,2.7432,,
2945,215327,,,5.7912,,
2946,215328,,,5.7912,,
2947,215329,,,5.7912,,
2948,215330,,,5.7912,,
2949,215331,,,5.7912,,
2950,215351,,,18.288,,
2951,215352,,,14.3256,,
2952,215353,,,35.052,,
2953,215354,,,6.096,,
2954,215355,,,39.624,,
2955,215360,,,21.336,,
2956,215361,,,21.336,,
2957,215363,,,0,,
2958,215374,,,9.144,,
2959,215375,,,21.336,,
2960,215378,,,24.384,,
2961,215380,,,22.5552,,
2962,215381,,,21.9456,,
2963,215382,,,18.288,,
2964,215383,,,23.7744,,
2965,215384,,,24.384,,
2966,215386,,,22.86,,
2967,215397,,,3.6576,,
2968,215408,,,2.1336,,
2969,215409,,,4.572,,
2970,215415,,,11.2776,,
2971,215471,,,1.8288,,
2972,215472,,,2.1336,,
2973,215473,,,2.1336,,
2974,215474,,,1.524,,
2975,215476,,,21.0312,,
2976,215477,,,13.716,,
2977,215479,,,28.0416,,
2978,215480,,,21.336,,
2979,215481,,,6.4008,,
2980,215483,,,15.5448,,
2981,215485,,,,,6.4008
2982,215502,,,4.2672,,
2983,215508,,,25.2984,,
2984,215510,,,24.384,,
2985,215517,,,9.7536,,
2986,215518,,,9.7536,,
2987,215519,,,9.7536,,
2988,215520,,,9.7536,,
2989,215521,,,9.7536,,
2990,215522,,,9.7536,,
2991,215523,,,9.7536,,
2992,215524,,,9.7536,,
2993,215525,,,9.7536,,
2994,215526,,,9.7536,,
2995,215527,,,9.7536,,
2996,215528,,,9.7536,,
2997,215529,,,9.7536,,
2998,215538,,,4.8768,,
2999,215541,,,11.5824,,
3000,215556,,,3.6576,,
3001,215598,,,0,,
3002,215607,,,9.144,,
3003,215617,,,11.5824,,
3004,215619,,,8.5344,,
3005,215620,,,8.8392,,
3006,215621,,,8.8392,,
3007,215625,,,15.24,,
3008,215636,,,40.2336,,
3009,215637,,,31.0896,,
3010,215642,,,12.8016,,
3011,215671,,,9.144,,
3012,215672,,,25.908,,
3013,215676,,,5.7912,,
3014,215685,,,30.48,,
3015,215691,,,30.48,,
3016,215695,,,5.1816,,
3017,215696,,,16.4592,,
3018,215700,,,13.716,,
3019,215706,,,3.3528,,
3020,215707,,,3.3528,,
3021,215708,,,3.3528,,
3022,215710,,,3.3528,,
3023,215711,,,3.3528,,
3024,215721,,,9.144,,
3025,215722,,,0,,
3026,215729,,,12.8016,,
3027,215732,,,0,,
3028,215733,,,0,,
3029,215734,,,0,,
3030,215736,,,0,,
3031,215748,,,15.5448,,
3032,215754,,,19.5072,,
3033,215759,,,30.48,,
3034,215765,,,6.096,,
3035,215767,,,17.3736,,
3036,215770,,,11.5824,,
3037,215771,,,11.5824,,
3038,215772,,,11.5824,,
3039,215775,,,9.7536,,
3040,215776,,,9.7536,,
3041,215777,,,3.6576,,
3042,215783,,,3.048,,
3043,215786,,,4.572,,
3044,215791,,,24.0792,,
3045,215796,,,26.2128,,
3046,215797,,,8.5344,,
3047,215800,,,5.1816,,
3048,215807,,,17.3736,,
3049,215819,,,27.432,,
3050,215821,,,58.8264,,
3051,215830,,,19.2024,,
3052,215851,,,9.144,,
3053,215858,,,22.86,,
3054,215871,,,6.096,,
3055,215872,,,27.432,,
3056,215873,,,27.432,,
3057,215874,,,27.432,,
3058,215875,,,27.432,,
3059,215888,,,33.528,,
3060,215893,,,28.956,,
3061,215896,,,3.3528,,
3062,215927,,,3.9624,,
3063,215928,,,3.9624,,
3064,215929,,,5.4864,,
3065,215930,,,3.6576,,
3066,215935,,,13.4112,,
3067,215936,,,36.576,,
3068,215939,,,11.2776,,
3069,215943,,,3.048,,
3070,215945,,,9.7536,,
3071,215955,,,21.9456,,
3072,215956,,,24.9936,,
3073,215958,,,24.9936,,
3074,215959,,,24.9936,,
3075,215960,,,24.9936,,
3076,215961,,,24.9936,,
3077,215962,,,24.9936,,
3078,215963,,,21.9456,,
3079,215966,,,3.6576,,
3080,215968,,,26.5176,,
3081,216001,,,28.3464,,
3082,216002,,,23.4696,,
3083,216007,,,5.1816,,
3084,216014,,,8.2296,,
3085,216023,,,21.336,,
3086,216026,,,9.144,,
3087,216032,,,1.8288,,
3088,216034,,,1.8288,,
3089,216035,,,1.8288,,
3090,216036,,,1.8288,,
3091,216037,,,1.8288,,
3092,216038,,,1.8288,,
3093,216052,,,19.812,,
3094,216066,,,6.7056,,
3095,216070,,,6.096,,
3096,216077,,,3.6576,,
3097,216080,,,21.9456,,
3098,216083,,,11.5824,,
3099,216084,,,4.2672,,
3100,216090,,,5.7912,,
3101,216099,,,18.288,,
3102,216112,,,22.2504,,
3103,216120,,,5.4864,,
3104,216122,,,5.4864,,
3105,216123,,,17.9832,,
3106,216125,,,11.2776,,
3107,216126,,,37.4904,,
3108,216127,,,21.0312,,
3109,216128,,,5.4864,,
3110,216129,,,7.0104,,
3111,216131,,,13.716,,
3112,216132,,,22.2504,,
3113,216133,,,12.4968,,
3114,216134,,,12.4968,,
3115,216135,,,17.3736,,
3116,216136,,,20.4216,,
3117,216137,,,21.336,,
3118,216138,,,25.6032,,
3119,216139,,,5.4864,,
3120,216140,,,7.0104,,
3121,216141,,,45.72,,
3122,216143,,,32.3088,,
3123,216145,,,0,,
3124,216146,,,1.8288,,
3125,216155,,,21.336,,
3126,216156,,,21.336,,
3127,216157,,,21.336,,
3128,216158,,,21.336,,
3129,216162,,,18.8976,,
3130,216165,,,27.432,,
3131,216166,,,9.144,,
3132,216169,,,22.86,,
3133,216171,,,27.432,,
3134,216172,,,7.9248,,
3135,216173,,,6.4008,,
3136,216180,,,0.9144,,
3137,216187,,,24.9936,,
3138,216190,,,36.576,,
3139,216210,,,3.6576,,
3140,216211,,,21.336,,
3141,216224,,,4.572,,
3142,216225,,,9.144,,
3143,216229,,,17.9832,,
3144,216233,,,5.4864,,
3145,216260,,,34.7472,,
3146,216275,,,13.1064,,
3147,216283,,,5.4864,,
3148,216287,,,18.288,,
3149,216295,,,28.956,,
3150,216297,,,22.86,,
3151,216298,,,22.86,,
3152,216301,,,18.288,,
3153,216302,,,18.288,,
3154,216303,,,18.288,,
3155,216307,,,24.384,,
3156,216311,,,4.8768,,
3157,216315,,,15.24,,
3158,216333,,,0,,
3159,216335,,,0,,
3160,216336,,,21.336,,
3161,216341,,,16.4592,,
3162,216347,,,1.8288,,
3163,216348,,,1.2192,,
3164,216349,,,17.6784,,
3165,216350,,,17.6784,,
3166,216361,,,25.908,,
3167,216365,,,4.572,,
3168,216369,,,24.384,,
3169,216392,,,24.384,,
3170,216393,,,18.288,,
3171,216395,,,10.668,,
3172,216396,,,9.144,,
3173,216397,,,9.144,,
3174,216398,,,9.144,,
3175,216399,,,9.144,,
3176,216401,,,21.336,,
3177,216405,,,21.336,,
3178,216414,,,7.9248,,
3179,216419,,,14.0208,,
3180,216426,,,4.8768,,
3181,216427,,,12.4968,,
3182,216471,,,38.1,,
3183,216474,,,4.572,,
3184,216489,,,3.3528,,
3185,216491,,,3.6576,,
3186,216492,,,12.8016,,
3187,216509,,,28.0416,,
3188,216521,,,4.572,,
3189,216542,,,13.1064,,
3190,216546,,,33.528,,
3191,216562,,,12.8016,,
3192,216579,,,4.572,,
3193,216583,,,6.7056,,
3194,216586,,,18.288,,
3195,216593,,,9.144,,
3196,216596,,,2.7432,,
3197,216597,,,2.7432,,
3198,216598,,,2.7432,,
3199,216599,,,2.7432,,
3200,216600,,,2.7432,,
3201,216601,,,2.7432,,
3202,216602,,,2.7432,,
3203,216603,,,2.7432,,
3204,216604,,,2.7432,,
3205,216605,,,2.7432,,
3206,216606,,,2.7432,,
3207,216607,,,2.7432,,
3208,216608,,,2.7432,,
3209,216609,,,2.7432,,
3210,216610,,,2.7432,,
3211,216646,,,2.7432,,
3212,216647,,,2.7432,,
3213,216648,,,2.7432,,
3214,216649,,,2.7432,,
3215,216650,,,2.7432,,
3216,216651,,,2.7432,,
3217,216652,,,2.7432,,
3218,216653,,,2.7432,,
3219,216654,,,2.7432,,
3220,216655,,,2.7432,,
3221,216656,,,2.7432,,
3222,216657,,,2.7432,,
3223,216658,,,2.7432,,
3224,216659,,,2.7432,,
3225,216660,,,2.7432,,
3226,216661,,,2.7432,,
3227,216662,,,2.7432,,
3228,216663,,,2.7432,,
3229,216664,,,2.7432,,
3230,216665,,,2.7432,,
3231,216666,,,2.7432,,
3232,216667,,,2.7432,,
3233,216668,,,2.7432,,
3234,216669,,,2.7432,,
3235,216670,,,2.7432,,
3236,216676,,,24.384,,
3237,216685,,,25.6032,,
3238,216688,,,4.2672,,
3239,216707,,,26.8224,,
3240,216724,,,26.8224,,
3241,216725,,,27.432,,
3242,216728,,,18.288,,
3243,216742,,,5.7912,,
3244,216754,,,17.0688,,
3245,216759,,,4.572,,
3246,216761,,,21.336,,
3247,216771,,,19.812,,
3248,216772,,,21.336,,
3249,216775,,,19.812,,
3250,216780,,,20.7264,,
3251,216781,,,20.7264,,
3252,216782,,,21.0312,,
3253,216783,,,19.2024,,
3254,216784,,,19.812,,
3255,216785,,,21.0312,,
3256,216786,,,21.336,,
3257,216788,,,21.336,,
3258,216789,,,21.336,,
3259,216790,,,21.0312,,
3260,216791,,,21.0312,,
3261,216794,,,21.0312,,
3262,216795,,,21.336,,
3263,216796,,,21.0312,,
3264,216797,,,20.4216,,
3265,216798,,,21.0312,,
3266,216799,,,20.7264,,
3267,216800,,,20.4216,,
3268,216801,,,20.7264,,
3269,216802,,,20.7264,,
3270,216803,,,20.7264,,
3271,216804,,,20.4216,,
3272,216805,,,20.4216,,
3273,216806,,,21.0312,,
3274,216807,,,20.7264,,
3275,216808,,,20.7264,,
3276,216809,,,21.0312,,
3277,216810,,,21.0312,,
3278,216811,,,20.7264,,
3279,216813,,,14.9352,,
3280,216836,,,,9.7536,
3281,216848,,,4.8768,,
3282,216849,,,4.2672,,8.80872
3283,216852,,,3.3528,,
3284,216855,,,4.8768,,
3285,216862,,,6.096,,
3286,216863,,,7.3152,,
3287,216865,,,4.572,,
3288,216866,,,3.048,,
3289,216867,,,17.0688,,
3290,216896,,,2.4384,,
3291,216897,,,2.4384,,
3292,216909,,,24.384,,
3293,216917,,,0,,
3294,216920,,,31.0896,,
3295,216927,,,21.336,,
3296,216930,,,14.6304,,
3297,216931,,,2.4384,,
3298,216934,,,4.572,,
3299,216935,,,21.336,,
3300,216936,,,26.8224,,
3301,216955,,,10.0584,,
3302,216957,,,27.432,,
3303,216964,,,17.6784,,
3304,216969,,,5.7912,,
3305,216970,,,9.7536,,
3306,216975,,,31.0896,,
3307,216978,,,24.384,,
3308,216979,,,8.5344,,
3309,216994,,,18.288,,
3310,216995,,,10.9728,,
3311,216996,,,10.9728,,
3312,216997,,,10.9728,,
3313,217012,,,10.3632,,
3314,217013,,,10.3632,,
3315,217014,,,10.3632,,
3316,217016,,,10.3632,,
3317,217034,,,6.7056,,
3318,217035,,,7.0104,,
3319,217036,,,9.144,,
3320,217037,,,8.8392,,
3321,217047,,,8.8392,,
3322,217049,,,8.5344,,
3323,217050,,,9.144,,
3324,217051,,,9.144,,
3325,217052,,,9.144,,
3326,217053,,,9.144,,
3327,217054,,,9.144,,
3328,217055,,,9.144,,
3329,217056,,,9.144,,
3330,217057,,,9.144,,
3331,217058,,,9.144,,
3332,217059,,,9.144,,
3333,217060,,,9.144,,
3334,217063,,,9.144,,
3335,217064,,,9.144,,
3336,217065,,,9.144,,
3337,217066,,,9.144,,
3338,217081,,,12.192,,
3339,217082,,,12.4968,,
3340,217102,,,18.288,,
3341,217112,,,15.24,,
3342,217113,,,28.0416,,
3343,217115,,,6.096,,
3344,217120,,,6.4008,,
3345,217121,,,8.5344,,
3346,217126,,,21.336,,
3347,217134,,,17.6784,,
3348,217137,,,28.0416,,
3349,217140,,,0,,
3350,217156,,,16.764,,
3351,217158,,,7.62,,
3352,217161,,,23.7744,,
3353,217175,,,6.096,,
3354,217180,,,5.7912,,
3355,217186,,,3.6576,,
3356,217188,,,6.096,,
3357,217199,,,6.096,,
3358,217201,,,33.2232,,
3359,217202,,,33.2232,,
3360,217203,,,33.2232,,
3361,217208,,,5.4864,,
3362,217226,,,7.9248,,
3363,217228,,,36.576,,
3364,217254,,,4.8768,,
3365,217280,,,16.1544,,
3366,217282,,,9.7536,,
3367,217283,,,9.7536,,
3368,217285,,,2.1336,,
3369,217286,,,2.1336,,
3370,217287,,,2.1336,,
3371,217288,,,2.1336,,
3372,217289,,,2.1336,,
3373,217290,,,2.1336,,
3374,217291,,,2.1336,,
3375,217292,,,2.1336,,
3376,217293,,,2.1336,,
3377,217294,,,2.1336,,
3378,217298,,,28.3464,,
3379,217321,,,16.764,,
3380,217323,,,29.8704,,
3381,217324,,,11.5824,,
3382,217327,,,20.4216,,
3383,217328,,,15.24,,
3384,217342,,,36.2712,,
3385,217343,,,35.9664,,
3386,217344,,,36.2712,,
3387,217345,,,24.384,,
3388,217353,,,19.2024,,
3389,217355,,,12.192,,
3390,217356,,,12.192,,
3391,217357,,,12.192,,
3392,217358,,,12.192,,
3393,217359,,,20.1168,,
3394,217363,,,9.7536,,
3395,217364,,,9.7536,,
3396,217365,,,9.7536,,
3397,217366,,,9.7536,,
3398,217378,,,5.1816,,
3399,217388,,,11.2776,,
3400,217389,,,11.2776,,
3401,217390,,,10.668,,
3402,217393,,,2.7432,,
3403,217394,,,3.048,,
3404,217395,,,1.8288,,
3405,217396,,,3.048,,
3406,217401,,,10.668,,
3407,217410,,,21.336,,
3408,217444,,,51.816,,
3409,217445,,,28.6512,,
3410,217447,,,19.5072,,
3411,217448,,,18.5928,,
3412,217451,,,20.4216,,
3413,217452,,,16.764,,
3414,217457,,,21.336,,
3415,217464,,,2.4384,,
3416,217473,,,8.5344,,
3417,217480,,,14.0208,,
3418,217552,,,2.1336,,
3419,217553,,,2.1336,,
3420,217554,,,1.524,,
3421,217555,,,2.1336,,
3422,217556,,,2.4384,,
3423,217557,,,2.4384,,
3424,217558,,,3.6576,,
3425,217559,,,2.1336,,
3426,217560,,,2.1336,,
3427,217561,,,2.1336,,
3428,217562,,,2.1336,,
3429,217563,,,2.4384,,
3430,217564,,,2.4384,,
3431,217565,,,2.4384,,
3432,217566,,,2.4384,,
