,Decade,huc4,DTW_Category,Well Count
75,2000,1501,Deep (10-61m),42
76,2000,1501,Near Surface (<2m),8
77,2000,1501,Shallow (5-10m),40
78,2000,1501,Very Shallow (2-5m),19
79,2000,1502,Deep (10-61m),379
80,2000,1502,Near Surface (<2m),57
81,2000,1502,Shallow (5-10m),282
82,2000,1502,Very Shallow (2-5m),358
83,2000,1503,Deep (10-61m),649
84,2000,1503,Near Surface (<2m),48
85,2000,1503,Shallow (5-10m),204
86,2000,1503,Very Shallow (2-5m),298
87,2000,1504,Deep (10-61m),455
88,2000,1504,Near Surface (<2m),7
89,2000,1504,Shallow (5-10m),196
90,2000,1504,Very Shallow (2-5m),58
91,2000,1505,Deep (10-61m),1456
92,2000,1505,Near Surface (<2m),71
93,2000,1505,Shallow (5-10m),428
94,2000,1505,Very Shallow (2-5m),279
95,2000,1506,Deep (10-61m),998
96,2000,1506,Near Surface (<2m),77
97,2000,1506,Shallow (5-10m),511
98,2000,1506,Very Shallow (2-5m),239
99,2000,1507,Deep (10-61m),782
100,2000,1507,Near Surface (<2m),50
101,2000,1507,Shallow (5-10m),225
102,2000,1507,Very Shallow (2-5m),232
103,2000,1508,Deep (10-61m),106
104,2000,1508,Near Surface (<2m),7
105,2000,1508,Shallow (5-10m),23
106,2000,1508,Very Shallow (2-5m),12
107,2010,1501,Deep (10-61m),24
108,2010,1501,Near Surface (<2m),37
109,2010,1501,Shallow (5-10m),9
110,2010,1501,Very Shallow (2-5m),5
111,2010,1502,Deep (10-61m),104
112,2010,1502,Near Surface (<2m),18
113,2010,1502,Shallow (5-10m),39
114,2010,1502,Very Shallow (2-5m),44
115,2010,1503,Deep (10-61m),272
116,2010,1503,Near Surface (<2m),30
117,2010,1503,Shallow (5-10m),80
118,2010,1503,Very Shallow (2-5m),86
119,2010,1504,Deep (10-61m),206
120,2010,1504,Near Surface (<2m),3
121,2010,1504,Shallow (5-10m),42
122,2010,1504,Very Shallow (2-5m),17
123,2010,1505,Deep (10-61m),812
124,2010,1505,Near Surface (<2m),49
125,2010,1505,Shallow (5-10m),223
126,2010,1505,Very Shallow (2-5m),133
127,2010,1506,Deep (10-61m),351
128,2010,1506,Near Surface (<2m),29
129,2010,1506,Shallow (5-10m),207
130,2010,1506,Very Shallow (2-5m),91
131,2010,1507,Deep (10-61m),321
132,2010,1507,Near Surface (<2m),16
133,2010,1507,Shallow (5-10m),101
134,2010,1507,Very Shallow (2-5m),57
135,2010,1508,Deep (10-61m),63
136,2010,1508,Near Surface (<2m),6
137,2010,1508,Shallow (5-10m),21
138,2010,1508,Very Shallow (2-5m),14
139,2020,1501,Deep (10-61m),6
140,2020,1501,Near Surface (<2m),3
141,2020,1501,Shallow (5-10m),2
142,2020,1501,Very Shallow (2-5m),2
143,2020,1502,Deep (10-61m),59
144,2020,1502,Near Surface (<2m),11
145,2020,1502,Shallow (5-10m),43
146,2020,1502,Very Shallow (2-5m),34
147,2020,1503,Deep (10-61m),99
148,2020,1503,Near Surface (<2m),2
149,2020,1503,Shallow (5-10m),27
150,2020,1503,Very Shallow (2-5m),15
151,2020,1504,Deep (10-61m),100
152,2020,1504,Near Surface (<2m),1
153,2020,1504,Shallow (5-10m),20
154,2020,1504,Very Shallow (2-5m),3
155,2020,1505,Deep (10-61m),232
156,2020,1505,Near Surface (<2m),7
157,2020,1505,Shallow (5-10m),112
158,2020,1505,Very Shallow (2-5m),72
159,2020,1506,Deep (10-61m),211
160,2020,1506,Near Surface (<2m),21
161,2020,1506,Shallow (5-10m),77
162,2020,1506,Very Shallow (2-5m),60
163,2020,1507,Deep (10-61m),152
164,2020,1507,Near Surface (<2m),6
165,2020,1507,Shallow (5-10m),52
166,2020,1507,Very Shallow (2-5m),38
167,2020,1508,Deep (10-61m),30
168,2020,1508,Near Surface (<2m),4
169,2020,1508,Shallow (5-10m),13
170,2020,1508,Very Shallow (2-5m),7
